,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
567,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.94,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
568,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.6,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
569,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.7,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
570,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.8,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
571,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.1,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
572,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.52,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
573,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,20.9,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
574,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.9,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
575,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.84,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
576,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.54,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
577,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.92,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
578,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.62,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
579,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.56,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
580,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.74,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
581,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.58,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
582,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.88,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
583,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.32,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
584,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.3,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
585,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.42,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
586,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.64,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
587,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.08,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
588,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.94,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
589,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.62,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
590,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,23.4,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
591,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.24,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
592,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.96,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
593,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.48,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
594,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,20.58,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
595,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.4,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
596,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.56,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
597,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.54,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
598,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.34,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
599,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.34,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
600,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
601,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
602,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.74,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
603,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
604,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.44,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
605,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.12,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
606,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.58,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
607,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,15.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
608,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.2,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
609,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.48,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
610,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,14.96,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
611,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.18,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
612,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.14,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
613,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.74,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
614,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
615,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
616,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.84,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
617,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.62,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
618,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.34,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
619,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,15.88,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
620,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
621,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.48,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
622,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.64,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
623,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.46,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
624,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
625,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.88,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
626,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.12,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
627,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.8,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
628,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.76,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
629,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.14,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
630,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.6,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
631,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
632,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.28,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
633,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.96,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
634,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.6,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
635,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.46,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
636,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.9,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
637,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
638,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.42,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
639,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.9,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
640,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.84,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
641,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.84,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
642,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.9,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
643,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.54,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
644,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.12,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
645,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
646,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.62,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
647,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.982,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
648,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.28,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
649,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,15.784,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
650,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,15.86,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
651,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.36,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
652,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.443,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
653,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.345,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
654,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.017,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
655,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,15.86,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
656,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.443,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
657,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,23.43,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
658,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,23.4,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
659,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,22.5,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
660,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.65,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
661,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.5,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
662,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.443,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
663,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,24.3,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
664,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.84,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
665,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.16,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
666,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.82,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
667,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.24,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
668,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.16,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
669,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.76,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
670,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.74,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
671,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.8,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
672,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.08,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
673,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.64,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
674,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.92,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
675,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.54,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
676,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.2,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
677,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.56,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
678,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.5,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
679,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.84,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
680,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.78,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
681,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.28,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
682,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.54,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
683,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.6,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
684,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.12,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
685,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.24,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
686,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.82,,IE,,"R13,R1,R2",United Kingdom of Great Britain and Northern Ireland,2001
687,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.2,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
688,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.86,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
689,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
690,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.7,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
691,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
692,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
693,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.14,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
694,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,22.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
695,"Y2,Y42",Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,21.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
696,"Y2,Y42",Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,19.14,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
697,"Y2,Y42",Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,19.38,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
698,Y9,,,1268,"H3,H14",,2444.0,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2001
699,Y16,,,,"H3,H12",,469.0,,IE,,R13,United Kingdom of Great Britain and Northern Ireland,2001
