,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_origin,annex_4_a,annex_4_b,country,year
1580,A4090,Y34,16 10 01*,,H8,230.542,,ES,D9,,France,2020
1581,A4090,Y34,16 10 01*,,H8,483.55,,ES,D9,,France,2020
1582,A4090,Y34,16 10 01*,,H8,728.56,,ES,D9,,France,2020
1583,A4090,Y34,06 01 06*,,H8,15.2,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,R6,France,2020
1584,A4090,"Y34,Y35","06 01 01*,06 01 02*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,43.4,,BE,,R5,France,2020
1585,A4090,"Y34,Y35","06 01 01*,06 01 02*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,105.54,,BE,,R5,France,2020
1586,A4090,"Y34,Y35","06 01 01*,06 01 02*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,196.6,,BE,,R5,France,2020
1587,A4090,"Y34,Y35","06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*",,H8,295.08,,ES,,R6,France,2020
1588,A4090,"Y34,Y35","06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*",,H8,359.4,,ES,,R6,France,2020
1589,A4090,"Y34,Y35","06 01 01*,06 01 02*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*",,H8,1.815,"BR,ES,GB,NL",FR,"D9,D15",,France,2020
1590,A4090,Y35,"06 02 01*,06 02 04*,06 02 05*,11 01 07*,11 01 08*",,H8,137.44,,BE,D9,,France,2020
1591,A4090,Y35,"06 02 01*,06 02 04*,06 02 05*,11 01 07*,11 01 08*",,H8,56.64,,BE,D9,,France,2020
1592,A4090,Y35,06 02 05*,,H8,410.04,,BE,,R4,France,2020
1593,A4090,Y35,11 01 07*,,H8,149.48,,BE,D9,,France,2020
1594,A4090,Y35,11 01 13*,,H8,32.88,,BE,D9,,France,2020
1595,A4090,Y35,11 01 98*,,H12,12.88,,BE,D9,,France,2020
1596,A4090,Y35,11 01 98*,,H12,11.18,,BE,D9,,France,2020
1597,A4090,Y35,11 01 98*,,H8,32.25,,BE,,R4,France,2020
1598,A4090,Y35,16 10 01*,,H8,87.857,,ES,D9,,France,2020
1599,A4090,Y35,16 10 01*,,H8,132.88,,ES,D9,,France,2020
1600,A4090,Y35,16 10 01*,,H8,168.139,,ES,D9,,France,2020
1601,A4090,Y35,06 02 05*,,H8,32.42,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R1,R12",France,2020
1602,A4090,Y35,06 02 05*,,H8,19.3,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,"D10,D13",,France,2020
1603,A4090,Y35,06 02 05*,,H8,1.25,"BR,SR",FR,,"R1,R13",France,2020
1604,A4100,,10 11 17*,,H11,2.44,,BE,,"R5,R12",France,2020
1605,A4100,,10 11 17*,,H11,3.1,,BE,,"R5,R12",France,2020
1606,A4100,,19 01 13*,,,24.42,BE,DE,,"R5,R12",France,2020
1607,A4100,,19 01 14,,,2049.18,,DE,,R5,France,2020
1608,A4100,Y18,10 01 16*,,H11,248.18,BE,DE,,R11,France,2020
1609,A4100,Y18,10 11 15*,,"H11,H12",175.52,BE,DE,,R5,France,2020
1610,A4100,Y18,19 01 07*,,H11,234.44,,DE,,R5,France,2020
1611,A4100,Y18,19 01 07*,,H11,2033.95,,DE,,"R5,R12",France,2020
1612,A4100,Y18,19 01 07*,,H11,783.19,,DE,,"R5,R12",France,2020
1613,A4100,Y18,19 01 07*,,H11,376.8,"BE,NL",DE,,"R5,R12",France,2020
1614,A4100,Y18,19 01 07*,,H12,345.76,,DE,,R11,France,2020
1615,A4100,Y18,19 01 07*,,H12,48.44,,DE,,R5,France,2020
1616,A4100,Y18,19 01 07*,,H12,866.58,,DE,,R5,France,2020
1617,A4100,Y18,19 01 07*,,H12,7701.13,,DE,,R5,France,2020
1618,A4100,Y18,19 01 07*,,H12,1590.97,,DE,,R5,France,2020
1619,A4100,Y18,19 01 07*,,H12,1190.7,,DE,,R5,France,2020
1620,A4100,Y18,19 01 07*,,H12,2328.3,,DE,,R5,France,2020
1621,A4100,Y18,19 01 07*,,H12,983.55,,DE,,"R5,R12",France,2020
1622,A4100,Y18,19 01 07*,,H12,1545.17,,DE,,"R5,R12",France,2020
1623,A4100,Y18,19 01 07*,,H12,16.2,,DE,,"R5,R12",France,2020
1624,A4100,Y18,19 01 07*,,H12,2471.67,,DE,,"R5,R12",France,2020
1625,A4100,Y18,19 01 07*,,H12,973.5,,DE,,"R5,R12",France,2020
1626,A4100,Y18,19 01 07*,,H12,136.44,,DE,,"R5,R12",France,2020
1627,A4100,Y18,19 01 07*,,H12,820.28,,DE,,"R5,R12",France,2020
1628,A4100,Y18,19 01 07*,,H12,474.81,,DE,,"R5,R12",France,2020
1629,A4100,Y18,19 01 07*,,H12,1033.3,,DE,,"R5,R12",France,2020
1630,A4100,Y18,19 01 07*,,H12,9.24,BE,DE,D12,,France,2020
1631,A4100,Y18,19 01 07*,,H13,7.42,,DE,,R5,France,2020
1632,A4100,Y18,19 01 07*,,H6.1,3018.5,,DE,,"R5,R11",France,2020
1633,A4100,Y18,19 01 07*,,H8,8.98,,DE,,R11,France,2020
1634,A4100,Y18,19 01 07*,,H8,25.34,,DE,,R5,France,2020
1635,A4100,Y18,19 01 07*,,H8,297.06,,DE,,R5,France,2020
1636,A4100,Y18,19 01 07*,,H8,3160.68,,DE,,R5,France,2020
1637,A4100,Y18,19 01 07*,,H8,123.54,,DE,,R5,France,2020
1638,A4100,Y18,19 01 07*,,H8,25.92,,DE,,R5,France,2020
1639,A4100,Y18,19 01 11*,,H8,1540.21,,DE,,R5,France,2020
1640,A4100,Y18,19 01 13*,,,1060.78,"BE,NL",DE,,"R5,R12",France,2020
1641,A4100,Y18,19 01 13*,,H12,3079.92,,DE,,R11,France,2020
1642,A4100,Y18,19 01 13*,,H12,644.88,,DE,,R11,France,2020
1643,A4100,Y18,19 01 13*,,H12,2444.44,,DE,,R5,France,2020
1644,A4100,Y18,19 01 13*,,H12,24.44,,DE,,R5,France,2020
1645,A4100,Y18,19 01 13*,,H12,8950.4,,DE,,"R5,R11",France,2020
1646,A4100,Y18,19 01 13*,,H12,3297.16,BE,DE,,"R5,R12",France,2020
1647,A4100,Y18,19 01 13*,,H12,2871.26,BE,DE,,"R5,R12",France,2020
1648,A4100,Y18,19 01 13*,,H6.1,1205.5,BE,DE,,"R5,R11",France,2020
1649,A4100,Y18,19 01 13*,,H6.1,902.34,BE,DE,,"R5,R11",France,2020
1650,A4100,Y18,19 01 13*,,H8,39.22,,DE,,R11,France,2020
1651,A4100,Y18,19 01 13*,,H8,25.02,,DE,,R5,France,2020
1652,A4100,Y18,19 01 13*,,H8,2034.91,,DE,,R5,France,2020
1653,A4100,Y18,19 01 13*,,H8,394.587,BE,DE,,R5,France,2020
1654,A4100,Y18,19 01 13*,,H8,989.3,"BE,NL",DE,,"R5,R12",France,2020
1655,A4100,Y18,19 01 15*,,H12,1340.8,,DE,,R5,France,2020
1656,A4100,Y18,19 01 07*,,H12,80.94,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,"D5,D9",,France,2020
1657,A4100,"Y18,Y22",16 05 07*,,"H4.2,H6.1,H8",5.5,,DE,"D10,D15",,France,2020
1658,A4100,Y23,10 02 07*,,H12,828.9,,IT,,R4,France,2020
1659,A4100,Y23,10 02 07*,,H12,2018.74,,IT,,R4,France,2020
1660,A4100,Y23,10 02 07*,,H12,1152.02,"CH,DE",IT,,R4,France,2020
1661,A4100,Y23,10 02 07*,,H12,4569.36,"CH,DE",IT,,R4,France,2020
1662,A4100,Y23,10 02 07*,,H12,142.56,"BE,LU",NL,,"R4,R12",France,2020
1663,A4100,"Y23,Y31",10 02 07*,,H12,2700.78,,BE,,R4,France,2020
1664,A4100,"Y23,Y31",10 02 07*,,H12,2455.48,,BE,,R4,France,2020
1665,A4110,Y18,19 01 07*,,H12,24.54,BE,DE,,"R5,R12",France,2020
1666,A4110,Y18,19 01 07*,,H12,2471.94,BE,DE,,"R5,R12",France,2020
1667,A4110,Y18,19 01 07*,,H8,915.6,BE,DE,,"R5,R12",France,2020
1668,A4110,Y18,19 01 07*,,H8,428.7,BE,DE,,"R5,R12",France,2020
1669,A4110,Y18,19 01 13*,,H12,2390.46,,DE,,"R5,R12",France,2020
1670,A4110,Y18,19 01 13*,,H12,595.88,,DE,,"R5,R12",France,2020
1671,A4110,Y18,19 01 13*,,H12,1410.9,BE,DE,,"R5,R12",France,2020
1672,A4120,"Y2,Y4,Y13",16 05 06*,,H5.2,7.655,,CH,D10,,France,2020
1673,A4130,,15 01 10*,,H4.1,14.18,,CH,,R1,France,2020
1674,A4130,,15 01 10*,,"H3,H5.1,H8",6.104,,ES,,"R3,R4",France,2020
1675,A4130,,15 01 10*,,H4.1,120.07,,ES,,R3,France,2020
1676,A4130,,"15 01 11*,16 05 04*",,H4.1,16.384,,ES,,"R4,R12",France,2020
1677,A4130,,19 12 11*,,H4.1,1024.04,,ES,,"R1,R12,R13",France,2020
1678,A4130,,15 01 10*,,H12,0.799,"BE,BR,ES,GB,NL,SR",FR,,"R1,R13",France,2020
1679,A4130,,15 01 10*,,H12,1.981,"BR,ES,GB,NL",FR,,"R1,R12,R13",France,2020
1680,A4130,,15 01 10*,,"H3,H8",68.0,BE,NL,,R4,France,2020
1681,A4130,Y12,15 01 10*,,"H11,H5.1",31.796,,BE,,"R3,R4",France,2020
1682,A4130,Y12,15 01 10*,,"H11,H5.1",60.346,,BE,,"R3,R4",France,2020
1683,A4130,Y12,15 01 10*,,H12,243.211,,BE,,"R3,R4",France,2020
1684,A4130,Y12,15 01 10*,,H12,106.308,,BE,,"R3,R4",France,2020
1685,A4130,Y12,15 01 10*,,H3,9.24,,BE,,"R3,R4",France,2020
1686,A4130,Y12,15 01 10*,,H3,36.84,,BE,,"R3,R4",France,2020
1687,A4130,Y12,15 01 10*,,H3,22.514,,BE,,"R3,R4",France,2020
1688,A4130,Y12,15 01 10*,,H3,24.468,,BE,,"R3,R4",France,2020
1689,A4130,Y12,15 01 10*,,H3,22.32,,BE,,"R3,R4",France,2020
1690,A4130,Y12,15 01 10*,,H4.1,1692.94,,BE,,"R1,R4,R5,R12",France,2020
1691,A4130,Y12,16 05 04*,,H3,21.05,,BE,,"R1,R4,R12",France,2020
1692,A4130,Y12,19 12 11*,,H12,63.82,,BE,,"R1,R4,R5,R12",France,2020
1693,A4130,Y12,15 01 10*,,H4.1,279.1,,ES,,R3,France,2020
1694,A4130,Y12,15 01 10*,,H12,4.419,"BR,ES,GB,NL",FR,,"R1,R13",France,2020
1695,A4130,Y12,15 01 10*,,"H12,H3,H4.1",1.62,BE,NL,,R4,France,2020
1696,A4130,"Y12,Y13",15 01 10*,,"H11,H12",75.839,,BE,,"R3,R4",France,2020
1697,A4130,"Y12,Y13",15 01 10*,,"H11,H12",186.192,,BE,,"R3,R4",France,2020
1698,A4130,Y13,15 01 10*,,H3,38.4,,BE,,"R3,R4",France,2020
1699,A4130,Y13,15 01 10*,,H3,13.822,,BE,,"R3,R4",France,2020
1700,A4130,Y13,15 01 10*,,H3,15.575,,BE,,"R3,R4",France,2020
1701,A4130,Y13,15 01 10*,,H3,12.36,,BE,,"R3,R4",France,2020
1702,A4130,Y13,15 01 10*,,H12,9.857,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1703,A4130,Y13,15 01 10*,,H12,8.468,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1704,A4130,Y13,16 05 04*,,H12,1.9,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1705,A4130,Y14,15 01 10*,,H13,24.96,,BE,,"R3,R4",France,2020
1706,A4130,Y14,15 01 10*,,H13,56.16,,BE,,"R3,R4",France,2020
1707,A4130,Y14,15 01 10*,,H8,46.823,,BE,,"R3,R4",France,2020
1708,A4130,Y14,15 01 10*,,H8,32.542,,BE,,"R3,R4",France,2020
1709,A4130,Y15,15 01 11*,,"H11,H3",19.97,,DE,,R4,France,2020
1710,A4130,"Y15,Y36",15 01 11*,,"H1,H11",34.05,,DE,,R4,France,2020
1711,A4130,Y18,15 01 10*,,"H11,H4.1,H6.1,H8",56.99,,BE,,"R3,R4",France,2020
1712,A4130,Y18,15 01 10*,,"H11,H4.1,H6.1,H8",7060.62,,BE,,R4,France,2020
1713,A4130,Y18,15 01 10*,,H12,5.44,,BE,,"R1,R12",France,2020
1714,A4130,Y18,15 01 10*,,H12,143.54,,BE,,"R1,R12",France,2020
1715,A4130,Y18,15 01 10*,,H12,142.36,,BE,,"R1,R12",France,2020
1716,A4130,Y18,15 01 10*,,H12,15.36,,BE,,"R3,R4",France,2020
1717,A4130,Y18,15 01 10*,,H12,116.411,,BE,,"R3,R4",France,2020
1718,A4130,Y18,15 01 10*,,"H12,H4.1",7.72,,BE,,"R5,R12",France,2020
1719,A4130,Y18,15 01 10*,,H4.1,345.62,,BE,,"R1,R4,R5,R12",France,2020
1720,A4130,Y18,15 01 10*,,H4.1,158.82,,BE,,"R1,R4,R5,R12",France,2020
1721,A4130,Y18,15 01 10*,,H4.1,739.34,,BE,,"R1,R4,R5,R12",France,2020
1722,A4130,Y18,15 01 10*,,H4.1,334.46,,BE,,"R1,R4,R5,R12",France,2020
1723,A4130,Y18,15 01 10*,,H4.1,148.79,,BE,,"R1,R4,R5,R12",France,2020
1724,A4130,Y18,15 02 02*,,,41.8,,BE,,"R7,R12",France,2020
1725,A4130,Y18,15 02 02*,,H12,153.814,,BE,,"R7,R12",France,2020
1726,A4130,Y18,15 02 02*,,H12,3954.627,,BE,,"R7,R12",France,2020
1727,A4130,Y18,15 02 02*,,"H12,H4.1,H4.2,H6.1,H8",114.593,,BE,,"R7,R12",France,2020
1728,A4130,Y18,19 02 09*,,H4.1,1075.24,,BE,,"R1,R5,R12",France,2020
1729,A4130,Y18,19 12 11*,,"H12,H4.1",4332.02,,BE,,"R1,R12",France,2020
1730,A4130,Y18,19 12 11*,,H4.1,1051.34,,BE,,"R1,R4,R5,R12",France,2020
1731,A4130,Y18,15 01 10*,,"H12,H4.1,H8",102.94,,DE,,"R1,R3,R4,R12",France,2020
1732,A4130,Y18,15 01 10*,,"H12,H4.1,H8",65.374,,DE,,"R1,R3,R4,R12",France,2020
1733,A4130,Y18,15 01 10*,,,2.816,,ES,,"R3,R4",France,2020
1734,A4130,Y18,15 01 10*,,,28.208,,ES,,"R3,R4",France,2020
1735,A4130,Y18,15 01 10*,,"H11,H12,H3,H6.1,H8",47.441,,ES,,"R3,R4",France,2020
1736,A4130,Y18,15 01 10*,,"H11,H12,H3,H6.1,H8",51.089,,ES,,"R3,R4",France,2020
1737,A4130,Y18,15 01 10*,,"H12,H3,H6.1",29.775,,ES,,"R3,R4",France,2020
1738,A4130,Y18,15 01 10*,,"H12,H4.1",17.821,,ES,,"R3,R4",France,2020
1739,A4130,Y18,15 01 10*,,"H12,H4.1",12.672,,ES,,"R3,R4",France,2020
1740,A4130,Y18,15 01 10*,,"H3,H4.1,H4.2,H4.3,H5.1,H5.2,H6.1,H8",26.523,,ES,,"R3,R4",France,2020
1741,A4130,Y18,15 01 10*,,"H3,H4.1,H4.2,H4.3,H5.1,H5.2,H6.1,H8",67.185,,ES,,"R3,R4",France,2020
1742,A4130,Y18,15 01 10*,,"H3,H4.3,H5.1,H6.1,H8",9.321,,ES,,"R3,R4",France,2020
1743,A4130,Y18,15 01 10*,,"H3,H5.1,H8",18.632,,ES,,"R3,R4",France,2020
1744,A4130,Y18,15 01 10*,,"H3,H5.1,H8",24.526,,ES,,"R3,R4",France,2020
1745,A4130,Y18,15 01 10*,,"H3,H6.1,H8",3.12,,ES,,"R3,R4",France,2020
1746,A4130,Y18,15 01 10*,,"H3,H6.1,H8",28.064,,ES,,"R3,R4",France,2020
1747,A4130,Y18,15 01 10*,,"H3,H8",1.246,,ES,,"R3,R4",France,2020
1748,A4130,Y18,15 01 10*,,"H3,H8",17.508,,ES,,"R3,R4",France,2020
1749,A4130,Y18,15 01 10*,,H4.1,17.878,,ES,,"R3,R4",France,2020
1750,A4130,Y18,19 12 11*,,H4.1,413.42,,ES,,"R1,R12,R13",France,2020
1751,A4130,Y18,19 12 11*,,H4.1,634.72,,ES,,"R1,R12,R13",France,2020
1752,A4130,Y18,19 12 11*,,H4.1,279.88,,ES,,"R1,R12,R13",France,2020
1753,A4130,Y18,19 12 11*,,H4.1,185.32,,ES,,"R1,R12,R13",France,2020
1754,A4130,Y18,19 12 11*,,H4.1,459.48,,ES,,"R1,R12,R13",France,2020
1755,A4130,Y18,19 12 11*,,H4.1,442.94,,ES,,"R1,R12,R13",France,2020
1756,A4130,Y18,19 12 11*,,H4.1,792.52,,ES,,"R1,R12,R13",France,2020
1757,A4130,Y18,19 12 11*,,H4.1,224.22,,ES,,"R1,R12,R13",France,2020
1758,A4130,Y18,19 12 11*,,H4.1,681.12,,ES,,"R1,R12,R13",France,2020
1759,A4130,Y18,19 12 11*,,H4.1,94.2,,ES,,"R1,R12,R13",France,2020
1760,A4130,Y18,19 12 11*,,H4.1,185.08,,ES,,"R1,R12,R13",France,2020
1761,A4130,Y18,15 01 10*,,H12,5.471,"BR,SR",FR,,"R1,R12",France,2020
1762,A4130,Y18,"15 01 10*,15 02 02*",,"H12,H4.1",84.34,"AE,DE,ES,GB,GR,IT,LK,MG,MT,MU,NL,PK,ZA",FR,,"R1,R12",France,2020
1763,A4130,Y18,"15 01 10*,15 02 02*",,"H12,H4.1",234.98,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R1,R12",France,2020
1764,A4130,Y2,15 01 10*,,"H10,H12,H3,H6.1,H8",64.05,,ES,,"R4,R5",France,2020
1765,A4130,Y2,15 01 10*,,"H3,H4.1,H4.2,H4.3,H5.1,H5.2,H6.1,H8",30.624,,ES,,"R3,R4",France,2020
1766,A4130,"Y2,Y12",16 05 04*,,H4.1,20.12,BE,DE,,R4,France,2020
1767,A4130,"Y2,Y12",16 05 04*,,H4.1,53.33,BE,DE,,R4,France,2020
1768,A4130,"Y2,Y4",15 01 10*,,H8,50.323,,BE,,"R3,R4",France,2020
1769,A4130,"Y2,Y4",15 01 10*,,H8,9.962,,BE,,"R3,R4",France,2020
1770,A4130,"Y2,Y6",15 01 10*,,,10.546,,ES,,"R3,R4",France,2020
1771,A4130,"Y2,Y6",15 01 10*,,,19.748,,ES,,"R3,R4",France,2020
1772,A4130,"Y36,Y42",15 01 11*,,"H11,H4.1",111.497,LU,DE,,"R2,R4",France,2020
1773,A4130,"Y36,Y42",15 01 11*,,"H11,H4.1",45.951,LU,DE,,"R2,R4",France,2020
1774,A4130,Y4,15 01 10*,,"H10,H11,H12,H3,H6.1,H8",400.64,,ES,,"R4,R5",France,2020
1775,A4130,Y4,15 01 10*,,H8,5.276,,ES,,"R3,R4",France,2020
1776,A4130,"Y4,Y6",15 01 10*,,"H11,H12,H4.1",48.566,,ES,,"R3,R4",France,2020
1777,A4130,Y6,15 01 10*,,"H10,H11,H12,H13,H3,H8",109.604,,ES,,"R4,R5",France,2020
1778,A4130,Y6,15 01 10*,,"H10,H11,H12,H3,H4.1,H5.1,H6.1,H8",25.567,,ES,,"R3,R4",France,2020
1779,A4130,Y6,15 01 10*,,"H11,H3,H5.1,H8",7.856,,ES,,"R4,R5",France,2020
1780,A4130,Y6,19 12 11*,,H4.1,261.42,,ES,,"R1,R12,R13",France,2020
1781,A4130,Y6,19 12 11*,,H4.1,442.26,,ES,,"R1,R12,R13",France,2020
1782,A4130,Y9,15 01 10*,,H8,23.515,,BE,,"R3,R4",France,2020
1783,A4130,Y9,15 01 10*,,H8,29.174,,BE,,"R3,R4",France,2020
1784,A4140,,"16 09 01*,16 09 02*,16 09 04*",,"H5.1,H6.1,H8",0.57,BE,DE,D10,,France,2020
1785,A4140,,"16 09 01*,16 09 02*,16 09 04*",,"H5.1,H6.1,H8",0.155,BE,DE,D10,,France,2020
1786,A4140,,16 03 03*,,H8,92.02,,ES,,"R5,R12",France,2020
1787,A4140,,16 10 01*,,H12,136.9,,ES,"D8,D9",,France,2020
1788,A4140,,16 10 01*,,H12,2651.13,,ES,"D8,D9",,France,2020
1789,A4140,,16 10 01*,,H12,1427.827,,ES,"D8,D9",,France,2020
1790,A4140,,16 10 01*,,H12,134.78,,ES,"D8,D9",,France,2020
1791,A4140,,16 10 01*,,H12,565.52,,ES,"D8,D9",,France,2020
1792,A4140,,16 10 01*,,H12,1607.04,,ES,"D8,D9",,France,2020
1793,A4140,,16 05 06*,,"H3,H6.1,H8",0.363,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,"D10,D13",,France,2020
1794,A4140,,16 07 09*,,"H12,H8",67.46,"BR,ES,GB,NL",FR,"D10,D13",,France,2020
1795,A4140,Y13,15 02 02*,,H4.1,11.963,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1796,A4140,Y13,15 02 02*,,H4.1,15.52,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1797,A4140,Y13,16 05 06*,,H6.1,0.137,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1798,A4140,Y14,16 05 06*,,"H12,H3,H4.1,H5.1,H6.1,H8",0.865,"BE,BR,ES,GB,NL,SR",FR,"D10,D13",,France,2020
1799,A4140,Y14,16 05 06*,,"H12,H3,H4.1,H5.1,H6.1,H8",3.534,"BR,ES,GB,NL",FR,"D10,D12,D13",,France,2020
1800,A4140,"Y2,Y4,Y13,Y19,Y30,Y40",16 05 06*,,"H10,H11,H3,H4.1,H4.2,H4.3,H5.1,H6.1,H8",40.917,,CH,D10,,France,2020
1801,A4140,"Y2,Y6,Y12",16 03 05*,,"H3,H4.1,H6.1",799.747,BE,NL,,"R1,R4,R12",France,2020
1802,A4140,"Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y37,Y38,Y39,Y40,Y41,Y42,Y45",16 05 06*,,"H3,H4.1,H4.2,H4.3,H6.1,H8",17.836,BE,DE,D10,,France,2020
1803,A4140,"Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y37,Y38,Y39,Y40,Y41,Y42,Y45",16 05 06*,,"H3,H4.1,H4.2,H4.3,H6.1,H8",11.65,BE,DE,D10,,France,2020
1804,A4140,"Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35",16 05 07*,,"H3,H4.1,H4.2,H4.3,H6.1,H8",0.174,BE,DE,D10,,France,2020
1805,A4140,"Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35",16 05 07*,,"H3,H4.1,H4.2,H4.3,H6.1,H8",0.726,BE,DE,D10,,France,2020
1806,A4140,"Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y34,Y35,Y37,Y38,Y39,Y40,Y41,Y42,Y45",16 05 08*,,"H3,H4.1,H4.2,H4.3,H6.1,H8",0.339,BE,DE,D10,,France,2020
1807,A4140,"Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y34,Y35,Y37,Y38,Y39,Y40,Y41,Y42,Y45",16 05 08*,,"H3,H4.1,H4.2,H4.3,H6.1,H8",0.03,BE,DE,D10,,France,2020
1808,A4140,"Y29,Y33,Y34,Y35",16 05 06*,,"H6.1,H8",24.96,BE,DE,,"R3,R4,R5,R6",France,2020
1809,A4140,"Y34,Y35,Y41,Y42",16 10 01*,,"H11,H12,H3,H8",4.597,"BE,BR,ES,GB,NL,SR",FR,"D10,D13",,France,2020
1810,A4140,"Y34,Y35,Y41,Y42",16 10 01*,,"H11,H12,H3,H8",3.985,"BR,ES,GB,NL",FR,"D10,D12,D13",,France,2020
1811,A4140,"Y34,Y35,Y41,Y42",16 10 01*,,"H11,H3,H8",9.692,"BR,ES,GB,NL",FR,,"R1,R13",France,2020
1812,A4140,"Y34,Y35,Y42",16 05 06*,,"H12,H3,H4.1,H4.2,H4.3,H5.1,H6.1,H8",11.16,,DE,D10,,France,2020
1813,A4150,Y14,16 05 06*,,"H11,H12,H3,H4.1,H5.1,H6.1,H8",4.31,"BR,ES,GB,NL",FR,"D10,D15",,France,2020
1814,A4160,,07 07 09*,,,58.68,,BE,,R7,France,2020
1815,A4160,,19 01 10*,,H12,15.56,,BE,,R7,France,2020
1816,A4160,,19 09 04,,,0.27,"BR,ES,GB,NL",FR,,"R1,R13",France,2020
1817,A4160,Y18,"06 13 02*,07 07 10*,15 02 02*",,H13,355.26,,BE,,R7,France,2020
1818,A4160,Y18,"06 13 02*,07 07 10*,15 02 02*",,H13,53.96,,BE,,R7,France,2020
1819,A4160,Y18,07 01 09*,,H12,8.758,,BE,,R7,France,2020
1820,A4160,Y18,07 01 10*,,,64.84,,BE,,R7,France,2020
1821,A4160,Y18,07 01 10*,,,11.88,,BE,,R7,France,2020
1822,A4160,Y18,07 01 10*,,"H11,H13",197.36,,BE,,R7,France,2020
1823,A4160,Y18,07 01 10*,,"H11,H13",137.48,,BE,,R7,France,2020
1824,A4160,Y18,"07 02 10*,10 01 18*,15 02 02*",,"H12,H4.1,H4.2,H6.1,H8",165.517,,BE,,"R7,R13",France,2020
1825,A4160,Y18,07 07 09*,,H13,54.18,,BE,,R7,France,2020
1826,A4160,Y18,07 07 10*,,H12,144.47,,BE,,R7,France,2020
1827,A4160,Y18,"07 07 10*,15 02 02*,19 08 99",,H13,238.77,,BE,,R7,France,2020
1828,A4160,Y18,"07 07 10*,15 02 02*,19 08 99",,H13,577.0,,BE,,R7,France,2020
1829,A4160,Y18,15 02 02*,,H12,44.06,,BE,,"R7,R13",France,2020
1830,A4160,"Y29,Y41,Y42,Y43,Y44,Y45","06 07 02*,06 13 02*,19 01 10*",,"H11,H4.2",279.97,,CH,,R7,France,2020
1831,A4160,"Y29,Y41,Y42,Y43,Y44,Y45","06 07 02*,06 13 02*,19 01 10*",,"H11,H4.2",837.157,,CH,,R7,France,2020
1832,A4160,"Y29,Y41,Y42,Y43,Y44,Y45","06 07 02*,06 13 02*,19 01 10*",,"H11,H4.2",129.71,,CH,,R7,France,2020
1833,A4160,"Y29,Y41,Y42,Y43,Y44,Y45","06 07 02*,06 13 02*,19 01 10*",,"H11,H4.2",67.775,,CH,,R7,France,2020
1834,B1010,,19 12 03,,H_,121.64,,CH,,R4,France,2020
1835,B1010,,19 12 03,,H_,321.8,BE,DE,,R4,France,2020
1836,B3040,,16 01 03,,H_,3132.78,,SN,,R1,France,2020
1837,B3140,,16 01 03,,H_,11314.335,,MA,,R1,France,2020
1838,B3140,,16 01 03,,H_,11528.32,,MA,,R1,France,2020
1839,B3140,,16 01 03,,H_,6534.58,,MA,,R1,France,2020
1840,B3140,,16 01 03,,H_,2363.4,,MA,,R1,France,2020
1841,B3140,,16 01 03,,H_,2340.0,,MA,,R1,France,2020
1842,B3140,,16 01 03,,H_,3551.54,,MA,,R1,France,2020
1843,B3140,,16 01 03,,H_,3992.56,,MA,,R1,France,2020
1844,B3140,,16 01 03,,H_,11351.42,,MA,,R1,France,2020
1845,B3140,,16 01 03,,H_,7972.14,,MA,,R1,France,2020
